IssueType,DeviceType,IssueTime,IssueDetails,MobileNumber,emailId,mode,cdn,DeviceDetails,OSDetails,platform,new_Platform,AppVersion,country,state,NetworkStrength,contentID,AdvertiseVideo,userIdentifier,ContractId,Customer_Id,ComplaintId
Functionalities and features of the app,Desktop,17/09/2022 00:00:00,nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra,8921099727,abenois7f@gmpg.org,Email,Cloudfront,Android TV,Android TV 1st Generation,Voot,,Android TV 12.3.2,Senegal,Dakar,,8553eba1-f440-4d4a-9817-8e34108c4d0a,Advertise,chad09,38-1872458,1232944,2027079
Multiple user accounts,Laptop,19/08/2022 00:00:00,eleifend luctus ultricies eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,9303296192,rsjollema7g@virginia.edu,Phone Call,Akamai,Roku,Roku OS 9.4 3rd Generation,Voot,,None,Cuba,Havana,,bf3afec6-fc67-4450-9500-86499202a482,Advertise,bcole,47-0765183,1310758,1349996
Playback Quality,TV,26/01/2022 00:00:00,luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,1880149494,aschuck7h@wisc.edu,Chat,Akamai,Amazon Fire TV,All Fire TV devices,Netflix,,FireOS 7.6.1.3,Somalia,Mogadishu,,8b039cad-927a-4397-ac9f-04f13f4734cb,Advertise,jessicavalentine,36-0647243,1650945,1839089
Device/Browser Compatibility,Mobile,10/11/2022 00:00:00,in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at,933048831,mtumilson7i@cam.ac.uk,Chat,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Eros Now,,Windows 10,Haiti,Port-au-Prince,,888a7d9e-5104-4c33-bea1-49f678519c69,Advertise,parkdonna,99-0905073,1193039,1420292
Offline content,Mobile,08/11/2022 00:00:00,sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci,9426743677,jaubrey7j@telegraph.co.uk,Email,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Jio Tv,,Extension 6.5,Mauritania,Nouakchott,,03c784fe-7c5b-48bb-b988-c35ae573b1d4,Video,deanna48,08-4096693,1753115,210633
Offline content,Tablets,13/02/2022 00:00:00,pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,5081630470,cgillyett7k@issuu.com,Email,Akamai,iOS,iOS Min version 12.6,Zee5,,macOS Ventura 13.0.1,Norfolk Island,Kingston,,30861e32-bf9e-44d5-a80f-dd5980834ec5,Video,alexandrasimmons,04-5245265,1799149,606569
Response Time in different networks,Laptop,05/06/2022 00:00:00,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa,8074525023,bmaccree7l@cmu.edu,Phone Call,Cloudfront,tvOS,tvOS 11.0,Amazon Prime Video,,Xcode 14.1,Martinique,Fort-de-France,,379d1c16-b086-4756-8f2c-194a3504c062,Video,patricia12,36-0389198,1152260,2319754
Playback Quality,Mobile,16/09/2022 00:00:00,platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie,2681129656,ddecruze7m@sciencedaily.com,Phone Call,Cloudfront,Android,Android 5.0,BigFlix,,Android 11,Lesotho,Maseru,,80bb9743-b38e-4bbd-9bc0-753a05aad559,Advertise,kararoberts,33-7647748,1522384,396914
Security and anti-piracy,Laptop,20/02/2022 00:00:00,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien,4589660652,lbanger7n@163.com,Chat,Cloudfront,Android TV,Android TV 1st Generation,Disney + Hotstar,,Android TV 12.3.2,Rwanda,Kigali,,51063902-ac77-476c-95db-eca6f3179bf7,Advertise,robinsoncameron,20-3580845,1826417,357962
Multiple user accounts,Laptop,25/06/2022 00:00:00,congue diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat,1309731659,rbayfield7o@moonfruit.com,Phone Call,Akamai,Roku,Roku OS 9.4 3rd Generation,Airtel Xstream,,None,Slovakia,Bratislava,,1e4a4000-4246-4bbc-9790-c9c83b5f5472,Video,masseymichele,25-3077221,1860196,107038
Security and anti-piracy,Mobile,05/03/2022 00:00:00,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,3045691730,mbassano7p@timesonline.co.uk,Chat,Akamai,Amazon Fire TV,All Fire TV devices,BigFlix,,FireOS 7.6.1.3,Indonesia,Jakarta,,7b84c70e-fca7-4d66-93ab-a24fc2e1d5c0,Video,valeriebrown,90-1694027,1832835,1945608
Better user interface and workability,Laptop,20/04/2022 00:00:00,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum,7413935457,rfranseco7q@admin.ch,Phone Call,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Netflix,,Windows 10,New Zealand,Wellington,,b8f70fd3-57a4-4c85-a660-7882294ed971,Advertise,markrice,53-9392442,1268091,2222911
Multiple user accounts,Mobile,15/09/2022 00:00:00,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,6352711987,cdever7r@reverbnation.com,Email,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Alt Balaji,,Extension 6.5,Anguilla,The Valley,,4e157ec0-59c5-4704-817e-423952be8fa4,Advertise,benjaminfernandez,98-1596753,1755105,2478109
Multiple user accounts,Mobile,29/11/2021 00:00:00,turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula,3341666869,vcleyburn7s@tripadvisor.com,Email,Akamai,iOS,iOS Min version 12.6,Eros Now,,macOS Ventura 13.0.1,Andorra,Andorra la Vella,,8c703c12-bf52-4b49-9770-b96af6e35073,Advertise,prattcourtney,81-9808389,1769868,346913
Customer Support,TV,14/05/2022 00:00:00,nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,1687333319,zdewire7t@spotify.com,Chat,Akamai,tvOS,tvOS 11.0,Mx Player,,Xcode 14.1,Maldives,Malé,,e9c564bb-353f-47d1-bac0-567aca12f6e3,Advertise,frederickgates,50-9106946,1243419,2241272
Customer Support,Tablets,14/08/2022 00:00:00,in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan,4049691779,dundrell7u@cargocollective.com,Email,Akamai,Android,Android 5.0,Amazon Prime Video,,Android 11,Yemen,Sanaa,,74269326-46ee-4841-beda-a249de8f2cc7,Advertise,hmckee,63-4007273,1131444,2425528
Device/Browser Compatibility,Laptop,15/04/2022 00:00:00,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam a,8928553741,agierke7v@cornell.edu,Phone Call,Akamai,Android TV,Android TV 1st Generation,Peacock,,Android TV 12.3.2,Macao,Macao,,152144a0-53da-46fc-8b5e-2075d14f28fb,Video,nbailey,33-8922670,1844436,2424184
Customer Support,TV,12/01/2022 00:00:00,a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id,4048116428,aglanister7w@php.net,Chat,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Eros Now,,None,Malta,Valletta,,a2bbf986-6dbb-4b12-85ef-6ada14d6e6b5,Video,shawn06,83-2286771,1856693,1756470
Response Time in different networks,Desktop,18/12/2021 00:00:00,eu nibh quisque id justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis,5146966370,bjuzek7x@tripadvisor.com,Phone Call,Akamai,Amazon Fire TV,All Fire TV devices,Zee5,,FireOS 7.6.1.3,Poland,Warsaw,,256e774a-2035-47de-964d-d5fce7628822,Advertise,greenluke,52-3278072,1405233,1312648
Functionalities and features of the app,Mobile,03/10/2022 00:00:00,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui,3373263204,zebourne7y@w3.org,Phone Call,Akamai,Universal Windows Platform (UWP),Xbox One X/S,BigFlix,,Windows 10,Egypt,Cairo,,572ae9f8-d0de-4057-b6ec-da89fff9000d,Video,clarkmarvin,00-8849143,1442483,423105
Response Time in different networks,Mobile,19/06/2022 00:00:00,aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus,2518961232,jcharlson7z@friendfeed.com,Chat,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Voot,,Extension 6.5,Saint Kitts and Nevis,Basseterre,,b9fdccea-da76-49d9-8ebc-f0a8bee31858,Advertise,chloemartin,60-4971018,1761078,1324467
Multiple user accounts,Laptop,05/09/2022 00:00:00,elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante,5307773188,bhenden80@hp.com,Email,Cloudfront,iOS,iOS Min version 12.6,Hulu,,macOS Ventura 13.0.1,Qatar,Doha,,43241cc6-5514-45b4-9cb0-4dd01959eb0e,Advertise,nwhite,81-2416930,1838488,2416121
Response Time in different networks,Mobile,06/01/2022 00:00:00,mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin,6414422371,gbarde81@ted.com,Email,Cloudfront,tvOS,tvOS 11.0,Netflix,,Xcode 14.1,Jamaica,Kingston,,a89c368e-352e-49df-810e-421b7caf6d1b,Video,charlessanchez,59-2482393,1379318,1310721
Multiple user accounts,Desktop,06/08/2022 00:00:00,in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor,3996378769,sjosefsen82@rediff.com,Email,Akamai,Android,Android 5.0,Amazon Prime Video,,Android 11,Sweden,Stockholm,,63a643f7-6131-4d20-8f41-dbc6f5f395e3,Advertise,jessica53,47-3701266,1688183,1415666
Security and anti-piracy,Laptop,18/09/2022 00:00:00,magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac neque,3201524603,agorgl83@stumbleupon.com,Email,Cloudfront,Android TV,Android TV 1st Generation,Hulu,,Android TV 12.3.2,French Guiana,Cayenne,,9796b0a8-ad49-4472-a2a9-81d65deefce4,Video,hgibson,10-5568149,1340983,1435290
Offline content,Mobile,24/03/2022 00:00:00,eu sapien cursus vestibulum proin eu mi nulla ac enim in tempor,2864416573,eelse84@facebook.com,Email,Cloudfront,Roku,Roku OS 9.4 3rd Generation,HBO Max,,None,Cook Islands,Avarua,,750b2dec-bdbb-4160-95b4-695286ccc01c,Video,rmclean,54-6317919,1163798,101600
Device/Browser Compatibility,Laptop,01/12/2021 00:00:00,rhoncus sed vestibulum sit amet cursus id turpis integer aliquet massa id lobortis,2876560313,nlinay85@zimbio.com,Email,Akamai,Amazon Fire TV,All Fire TV devices,Zee5,,FireOS 7.6.1.3,Namibia,Windhoek,,54dba23a-4c4b-4f00-b6fa-81a13de25a9c,Video,tammy07,84-1337543,1225433,68750
Security and anti-piracy,Mobile,07/07/2022 00:00:00,ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,3692114680,jslark86@marriott.com,Phone Call,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Airtel Xstream,,Windows 10,Ghana,Accra,,430938cb-b2e0-4749-8e11-309547147bda,Advertise,wattsricardo,02-8352640,1563134,2412732
Functionalities and features of the app,Laptop,21/04/2022 00:00:00,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices,1478464194,fwoodwin87@goo.gl,Email,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Facebook Watch,,Extension 6.5,Saint Helena,Jamestown,,2ca16007-5a8d-4046-886e-f5198d3342b5,Video,ugriffin,94-0724785,1559877,2490912
Security and anti-piracy,TV,16/06/2022 00:00:00,libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo,3280007437,vfrissell88@google.it,Phone Call,Cloudfront,iOS,iOS Min version 12.6,Airtel Xstream,,macOS Ventura 13.0.1,Palestinian Territory,East Jerusalem,,69f28212-639a-483c-a372-cf6cf516dde1,Advertise,uthomas,70-4272152,1437216,1997875
Device/Browser Compatibility,Tablets,27/05/2022 00:00:00,habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent,3523185009,wtancock89@clickbank.net,Chat,Akamai,tvOS,tvOS 11.0,Mx Player,,Xcode 14.1,Micronesia,Palikir,,019477e1-0b9b-4682-b3ef-28e4c3e70bbe,Video,tracie77,58-9043238,1347244,1946369
Functionalities and features of the app,Tablets,07/11/2022 00:00:00,at turpis donec posuere metus vitae ipsum aliquam non mauris morbi,3641200784,tgawler8a@census.gov,Phone Call,Cloudfront,Android,Android 5.0,YouTube TV,,Android 11,Jersey,Saint Helier,,0f5d4489-2de7-4e05-a21e-a7b144be278a,Video,knightstephanie,45-9099787,1124063,1809977
Security and anti-piracy,Tablets,15/04/2022 00:00:00,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique,2105348629,ncarlisso8b@ehow.com,Chat,Akamai,Android TV,Android TV 1st Generation,Amazon Prime Video,,Android TV 12.3.2,Bangladesh,Dhaka,,8f3d6168-f2a2-4ebc-aee8-05b7a7d65316,Advertise,philipjimenez,65-6577499,1395426,1066579
Customer Support,Mobile,16/04/2022 00:00:00,diam id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu,8009581577,mpickavant8c@princeton.edu,Phone Call,Cloudfront,Roku,Roku OS 9.4 3rd Generation,Hulu,,None,Sint Maarten,Philipsburg,,00387c1c-f1bc-424b-9a4e-96eac2200158,Video,williammcknight,21-4954384,1313483,493909
Playback Quality,Mobile,18/10/2022 00:00:00,consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo,9254860859,mmcdaid8d@amazon.co.jp,Chat,Cloudfront,Amazon Fire TV,All Fire TV devices,Netflix,,FireOS 7.6.1.3,China,Beijing,,103f389d-a0bd-402a-837a-63cde609e470,Video,christina94,91-9545400,1704941,955756
Multiple user accounts,Tablets,29/07/2022 00:00:00,nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede,5370523487,tshama8e@dell.com,Email,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Facebook Watch,,Windows 10,Republic of the Congo,Brazzaville,,2e7813ef-fc8d-4b10-a821-b49b3e5d90f3,Advertise,jamesbird,45-3558767,1420165,2356704
Playback Quality,Desktop,13/07/2022 00:00:00,massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,8828917253,slefevre8f@scribd.com,Email,Cloudfront,Samsung Tizen TV,21TV_PREMIUM2,Sling TV,,Extension 6.5,Montenegro,Podgorica,,0268e163-0506-4b04-9ee5-68c680ad3fac,Video,montgomerytristan,41-5390973,1600427,1584312
Device/Browser Compatibility,Tablets,26/03/2022 00:00:00,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum,5595531533,lbrehault8g@dyndns.org,Phone Call,Cloudfront,iOS,iOS Min version 12.6,YouTube TV,,macOS Ventura 13.0.1,Puerto Rico,San Juan,,1c608f4c-9856-474a-a414-3ce6db3f3962,Video,michael66,45-4469689,1722344,1884366
Offline content,Tablets,30/11/2021 00:00:00,ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat,9573872463,mhaack8h@wunderground.com,Email,Akamai,tvOS,tvOS 11.0,Alt Balaji,,Xcode 14.1,Turkey,Ankara,,b8a6f005-a98a-4a95-b9e4-da120dc46bfd,Advertise,lukesmith,51-3353443,1535647,115677
Response Time in different networks,Laptop,08/01/2022 00:00:00,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,8999827321,llesley8i@samsung.com,Phone Call,Cloudfront,Android,Android 5.0,Eros Now,,Android 11,Mauritius,Port Louis,,f6457c15-7de6-4999-81ed-beaf0ddf3928,Video,karenjordan,86-3761238,1774831,2094920
Better user interface and workability,Mobile,16/07/2022 00:00:00,ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum,7404927749,nlinney8j@utexas.edu,Email,Cloudfront,Android TV,Android TV 1st Generation,HBO Max,,Android TV 12.3.2,Nauru,Yaren,,e7c6d677-02d2-4005-9648-d21f3f6d07d9,Video,sarahernandez,71-5467655,1385836,2242023
Multiple user accounts,Tablets,19/08/2022 00:00:00,magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis,8733859752,kvanbrug8k@printfriendly.com,Chat,Cloudfront,Roku,Roku OS 9.4 3rd Generation,ShemarooMe,,None,Belarus,Minsk,,58a74221-b9f3-47e1-b61b-6c68240b09ba,Video,jeremy51,19-2977601,1211897,889395
Response Time in different networks,Desktop,09/03/2022 00:00:00,nisi eu orci mauris lacinia sapien quis libero nullam sit,6676482509,epearle8l@nsw.gov.au,Phone Call,Akamai,Amazon Fire TV,All Fire TV devices,Jio Tv,,FireOS 7.6.1.3,Norway,Oslo,,f49c7c45-ece8-4381-888c-1cec065f608f,Video,travisturner,92-3839968,1241781,2308836
Functionalities and features of the app,TV,22/11/2021 00:00:00,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,9524300079,ggasken8m@yelp.com,Email,Akamai,Universal Windows Platform (UWP),Xbox One X/S,Eros Now,,Windows 10,Taiwan,Taipei,,75f678dd-bd05-42dd-905f-20042c697e9e,Advertise,arellanodanielle,41-0414157,1538187,1029119
Functionalities and features of the app,Laptop,08/07/2022 00:00:00,condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,9892252225,fbrickstock8n@dropbox.com,Email,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Disney + Hotstar,,Extension 6.5,Christmas Island,Flying Fish Cove,,81e77233-1606-46ca-8906-7d4079b93f2b,Advertise,oallen,93-1745834,1770099,555469
Functionalities and features of the app,Laptop,24/10/2022 00:00:00,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis,2217585096,bnana8o@infoseek.co.jp,Phone Call,Akamai,iOS,iOS Min version 12.6,Netflix,,macOS Ventura 13.0.1,Madagascar,Antananarivo,,283c2668-1ef5-44af-b794-b1ca3a8a3915,Video,fbauer,94-1473372,1246068,2408022
Security and anti-piracy,Tablets,29/01/2022 00:00:00,pretium iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat,9702512719,blangton8p@census.gov,Phone Call,Cloudfront,tvOS,tvOS 11.0,Amazon Prime Video,,Xcode 14.1,Montserrat,Plymouth,,23d3bef7-db36-48c3-adfb-cfca11eb7862,Video,irichards,78-7632477,1738925,1794874
Playback Quality,TV,07/09/2022 00:00:00,sodales sed tincidunt eu felis fusce posuere felis sed lacus morbi sem,2293550664,mcardenas8q@ucsd.edu,Email,Akamai,Android,Android 5.0,Alt Balaji,,Android 11,Moldova,Chisinau,,1065c182-28a8-496f-9a2b-e37a1fe93d77,Video,aadams,81-4888205,1546660,1518155
Device/Browser Compatibility,Tablets,06/09/2022 00:00:00,erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a,5636646682,cfiander8r@ehow.com,Phone Call,Cloudfront,Android TV,Android TV 1st Generation,HBO Max,,Android TV 12.3.2,Trinidad and Tobago,Port of Spain,,d176733b-79f6-4b17-bd6f-855942861413,Advertise,michaelnguyen,91-4595509,1363538,91737
Functionalities and features of the app,TV,18/11/2022 00:00:00,posuere metus vitae ipsum aliquam non mauris morbi non lectus,175004684,hkeyzor8s@dell.com,Email,Akamai,Roku,Roku OS 9.4 3rd Generation,Alt Balaji,,None,Tunisia,Tunis,,2e792c55-932e-4003-9493-1dc6a278cf51,Video,brittany95,49-5458980,1173975,2012555
Customer Support,TV,15/10/2022 00:00:00,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,8514780964,tleek8t@google.com.br,Email,Akamai,Amazon Fire TV,All Fire TV devices,Zee5,,FireOS 7.6.1.3,Bhutan,Thimphu,,f72b25ec-5658-480e-81a4-10f38eea1ede,Video,melissa04,49-0265468,1527645,301870
Customer Support,Tablets,04/08/2022 00:00:00,sapien non mi integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus,9030955597,rrockwell8u@shinystat.com,Phone Call,Cloudfront,Universal Windows Platform (UWP),Xbox One X/S,Disney + Hotstar,,Windows 10,Democratic Republic of the Congo,Kinshasa,,12a12792-2486-4df4-8f17-580b53663a6a,Advertise,spearsmary,59-9308061,1269451,722180
Better user interface and workability,Desktop,01/04/2022 00:00:00,interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis at velit eu,4275710207,rdas8v@sina.com.cn,Email,Akamai,Samsung Tizen TV,21TV_PREMIUM2,Facebook Watch,,Extension 6.5,United Arab Emirates,Abu Dhabi,,c26f282f-6594-4e97-ac46-83feeb35a75c,Video,williamlopez,19-1337067,1635930,1201801
